Character Design,Look,Global,animism,NaN
Character Design,Look,Global,anthropomorphism,NaN
Character Design,Look,Global,dressed,NaN
Character Design,Look,Global,dressed (costume),NaN
Character Design,Look,Global,undressed,NaN
Character Design,Look,Global,with accessories,NaN
Character Design,Look,Global,realistic,NaN
Character Design,Proportions,Global,downsized,NaN
Character Design,Proportions,Global,oversized,NaN
Character Design,Proportions,Global,realistic,NaN
Character Design,Proportions,Global,inconsistent,NaN
Character Design,Type of Character,Global,no / abstract,NaN
Character Design,Type of Character,Global,humans,NaN
Character Design,Type of Character,Global,animals / Insects,NaN
Character Design,Type of Character,Global,plants,NaN
Character Design,Type of Character,Global,humans + animals,NaN
Character Design,Type of Character,Global,animals + humans,NaN
Character Design,Type of Character,Global,fantasy character,NaN
Character Design,Type of Character,Global,inanimate object,NaN
Character Design,Typical Character,Global,angel,NaN
Character Design,Typical Character,Global,child,NaN
Character Design,Typical Character,Global,death,NaN
Character Design,Typical Character,Global,fairy,NaN
Character Design,Typical Character,Global,funny sidekick,NaN
Character Design,Typical Character,Global,gods,NaN
Character Design,Typical Character,Global,ghost,NaN
Character Design,Typical Character,Global,grandma,NaN
Character Design,Typical Character,Global,knight,NaN
Character Design,Typical Character,Global,maids,NaN
Character Design,Typical Character,Global,magician,NaN
Character Design,Typical Character,Global,policeman,NaN
Character Design,Typical Character,Global,royal family,NaN
Character Design,Typical Character,Global,demon,NaN
Character Design,Typical Character,Global,star character,NaN
Character Design,Typical Character,Global,witch,NaN
Character Design,Typical Character,Global,wolf,NaN
Color,Color Scheme,Global,gaudy,"Numerous, highly colorful, saturated colors; as a color scheme, equivalent to a color-in-itself contrast"
Color,Color Scheme,Global,monochrome,NaN
Color,Color Scheme,Global,muted,"Muted colors tend to be broken colors, slightly faded, in contrast to desaturated colors, which are non-colorful."
Color,Color Scheme,Global,pastel,NaN
Color,Color Scheme,Global,saturated,NaN
Color,Color Scheme,Global,tone on tone,Similar color tones.
Color,Color Scheme,Global,warm,NaN
Color,Color Scheme,Global,restrictive,"A small number of different colors, limited color palette."
Color,Color Scheme,Global,light,NaN
Color,Color Scheme,Global,hyperchrome,"combinations of several highly saturated colors, sometimes dissonant; it is also a function of historical context and norms"
Color,Color Scheme,Global,desaturated,NaN
Color,Color Scheme,Global,dark,NaN
Color,Color Scheme,Global,color spectrum,NaN
Color,Color Scheme,Global,cold,NaN
Color,Color Scheme,Global,black-and-white,NaN
Color,Hues,Background,white,NaN
Color,Hues,Background,red,NaN
Color,Hues,Background,purple,NaN
Color,Hues,Background,pink,NaN
Color,Hues,Background,color gradient,NaN
Color,Hues,Background,coral,NaN
Color,Hues,Background,peach,NaN
Color,Hues,Background,rainbow colors,NaN
Color,Hues,Background,skin shade,NaN
Color,Hues,Background,ultramarine,NaN
Color,Hues,Background,orange,NaN
Color,Hues,Background,magenta,NaN
Color,Hues,Background,green,NaN
Color,Hues,Background,cyan,NaN
Color,Hues,Background,cream,Slightly yellowish broken white.
Color,Hues,Background,brown,NaN
Color,Hues,Background,blue,NaN
Color,Hues,Background,black,NaN
Color,Hues,Background,beige,NaN
Color,Hues,Background,amber,NaN
Color,Hues,Background,copper,NaN
Color,Hues,Background,dark,NaN
Color,Hues,Background,desaturated,NaN
Color,Hues,Background,gold,NaN
Color,Hues,Background,grey,NaN
Color,Hues,Background,lavender,NaN
Color,Hues,Background,light,NaN
Color,Hues,Background,mid-tones,In relation to brightness.
Color,Hues,Background,pastels,NaN
Color,Hues,Background,primary colors,NaN
Color,Hues,Background,rust,NaN
Color,Hues,Background,saturated,NaN
Color,Hues,Background,sepia,sepia is always toning!
Color,Hues,Background,silver,NaN
Color,Hues,Background,color change,NaN
Color,Hues,Background,color fluctuation,NaN
Color,Hues,Background,bronze,NaN
Color,Hues,Background,apricot,NaN
Color,Hues,Background,mustard,NaN
Color,Hues,Background,yellow,NaN
Color,Hues,Female Protagonist,peach,NaN
Color,Hues,Female Protagonist,white,NaN
Color,Hues,Female Protagonist,red,NaN
Color,Hues,Female Protagonist,purple,NaN
Color,Hues,Female Protagonist,pink,NaN
Color,Hues,Female Protagonist,orange,NaN
Color,Hues,Female Protagonist,magenta,NaN
Color,Hues,Female Protagonist,green,NaN
Color,Hues,Female Protagonist,color gradient,NaN
Color,Hues,Female Protagonist,cyan,NaN
Color,Hues,Female Protagonist,cream,Slightly yellowish broken white.
Color,Hues,Female Protagonist,brown,NaN
Color,Hues,Female Protagonist,pastels,NaN
Color,Hues,Female Protagonist,primary colors,NaN
Color,Hues,Female Protagonist,yellow,NaN
Color,Hues,Female Protagonist,coral,NaN
Color,Hues,Female Protagonist,ultramarine,NaN
Color,Hues,Female Protagonist,skin shade,NaN
Color,Hues,Female Protagonist,color fluctuation,NaN
Color,Hues,Female Protagonist,blue,NaN
Color,Hues,Female Protagonist,black,NaN
Color,Hues,Female Protagonist,silver,NaN
Color,Hues,Female Protagonist,amber,NaN
Color,Hues,Female Protagonist,copper,NaN
Color,Hues,Female Protagonist,dark,NaN
Color,Hues,Female Protagonist,desaturated,NaN
Color,Hues,Female Protagonist,gold,NaN
Color,Hues,Female Protagonist,grey,NaN
Color,Hues,Female Protagonist,lavender,NaN
Color,Hues,Female Protagonist,light,NaN
Color,Hues,Female Protagonist,mid-tones,In relation to brightness.
Color,Hues,Female Protagonist,sepia,sepia is always toning!
Color,Hues,Female Protagonist,saturated,NaN
Color,Hues,Female Protagonist,rust,NaN
Color,Hues,Female Protagonist,mustard,NaN
Color,Hues,Female Protagonist,bronze,NaN
Color,Hues,Female Protagonist,beige,NaN
Color,Hues,Female Protagonist,color change,NaN
Color,Hues,Female Protagonist,rainbow colors,NaN
Color,Hues,Female Protagonist,apricot,NaN
Color,Hues,Female Support,pink,NaN
Color,Hues,Female Support,orange,NaN
Color,Hues,Female Support,magenta,NaN
Color,Hues,Female Support,grey,NaN
Color,Hues,Female Support,color change,NaN
Color,Hues,Female Support,light,NaN
Color,Hues,Female Support,color fluctuation,NaN
Color,Hues,Female Support,color gradient,NaN
Color,Hues,Female Support,coral,NaN
Color,Hues,Female Support,lavender,NaN
Color,Hues,Female Support,bronze,NaN
Color,Hues,Female Support,amber,NaN
Color,Hues,Female Support,copper,NaN
Color,Hues,Female Support,dark,NaN
Color,Hues,Female Support,desaturated,NaN
Color,Hues,Female Support,gold,NaN
Color,Hues,Female Support,green,NaN
Color,Hues,Female Support,cyan,NaN
Color,Hues,Female Support,cream,Slightly yellowish broken white.
Color,Hues,Female Support,brown,NaN
Color,Hues,Female Support,blue,NaN
Color,Hues,Female Support,black,NaN
Color,Hues,Female Support,beige,NaN
Color,Hues,Female Support,apricot,NaN
Color,Hues,Female Support,mustard,NaN
Color,Hues,Female Support,ultramarine,NaN
Color,Hues,Female Support,skin shade,NaN
Color,Hues,Female Support,rainbow colors,NaN
Color,Hues,Female Support,peach,NaN
Color,Hues,Female Support,silver,NaN
Color,Hues,Female Support,sepia,sepia is always toning!
Color,Hues,Female Support,saturated,NaN
Color,Hues,Female Support,rust,NaN
Color,Hues,Female Support,primary colors,NaN
Color,Hues,Female Support,pastels,NaN
Color,Hues,Female Support,mid-tones,In relation to brightness.
Color,Hues,Female Support,yellow,NaN
Color,Hues,Female Support,white,NaN
Color,Hues,Female Support,red,NaN
Color,Hues,Female Support,purple,NaN
Color,Hues,Foreground,ultramarine,NaN
Color,Hues,Foreground,skin shade,NaN
Color,Hues,Foreground,rainbow colors,NaN
Color,Hues,Foreground,coral,NaN
Color,Hues,Foreground,color gradient,NaN
Color,Hues,Foreground,color fluctuation,NaN
Color,Hues,Foreground,color change,NaN
Color,Hues,Foreground,bronze,NaN
Color,Hues,Foreground,apricot,NaN
Color,Hues,Foreground,mustard,NaN
Color,Hues,Foreground,peach,NaN
Color,Hues,Foreground,beige,NaN
Color,Hues,Foreground,black,NaN
Color,Hues,Foreground,blue,NaN
Color,Hues,Foreground,brown,NaN
Color,Hues,Foreground,cream,Slightly yellowish broken white.
Color,Hues,Foreground,cyan,NaN
Color,Hues,Foreground,green,NaN
